uber	2
facebook	2	
google	2
amazon	2
linkedin	2
联谊会联络处 nt 3
联通公司 ntc 3
联通市场营销部 nt 1
联通支付有限公司 nt 1
联通海南分公司 nt 1
联邦上诉法院 nt 2
联邦信息安全局 nt 3
联邦公开市场委员会 nt 3
联邦地区法庭 nt 3
联邦地方法院 nt 2
联邦委员会 nt 3
联邦安全局 nt 1
联邦审计法院 nt 1
联邦情报局 nto 1
联邦最高法院 nt 2
联邦法庭 nt 13
联邦法院 nt 8
联邦法院北加州地区法庭 nt 3
联邦电信委员会 nt 1
联邦航空局 nt 1
联邦警察局 nt 2
联邦调查局 nto 39
联邦调茶局 nt 1
联邦贸易委员会 nt 2
联邦通信委员会 nt 11
联邦食品药品监督管理局 nt 3
聚兴银行 nt 1
聚能 ntc 3
聚龙商城 nt 2
聚龙饭店 nt 1
肃南县大河乡西岭村党支部 nt 4
肃南裕固族自治县县委宣传部 nt 4
肉类协会 nt 2
肖运伟处 nt 2
肛肠医院 nt 4
股份有限责任公司 ntc 1
肥东交警大队 nt 1
肥东循环经济园 nt 1
肥西交警大队 nt 1
肥西人民法院 nt 1
肥西法院 nt 2
肯塔基西蒙斯学院 nt 1
育才居家养老中心 nt 1
育翔小学 nts 1
胜利中学 nts 2
胜利油建公司 nt 3
胜利纪念馆 nt 2
胜利街社区居委会 nt 1
胜利路大东门站 nt 2
胡佛研究所 nt 7
胡吉尔台乡草原站 nt 1
胡志明博物馆 nt 1
胸科医院 nt 2
能源公司并购加拿大公司 nt 1
能源动力公司 nt 1
能源基地 nt 1
能源研究中心 nt 1
能源股份公司 nt 1
脑研究所 nt 3
腾格里滑雪场 nt 1
腾讯 ntc 453
腾讯公司 ntc 22
腾讯公司公关部 nt 2
腾讯公司董事会 nt 13
自治区人民医院 nth 4
自治区人民医院呼吸内科 nt 4
自治区党委农村工作领导小组 nt 1
自治区党委办公厅 nt 2
自治区党委宣传部 nt 9
自治区党委常委会 nt 4
自治区党委政法委 nt 5
自治区党委组织部 nt 3
自治区党委统战部 nt 3
自治区公安厅 nto 12
致公党 nt 33
致公党市委 nt 1
致公党市委会 nt 1
臻游网络 ntc 2
舒兰经营处 nt 1
舒城中学 nts 1
舒城盛大装饰公司 nt 1
舜天队 nt 5
航天产业基地 nt 1
航天数字传媒有限公司 nt 3
航天科工二院 nt 1
航天科技集团 ntc 1
航天科技集团公司 nt 1
航天软件评测中心 nt 1
航头镇党委 nt 1
航头镇政府 nt 1
航空交通管制站 nt 1
航空产业基地 nt 1
航空四院 nt 1
航空工业局 nt 1
航空支援部队 nt 1
航空旅游俱乐部 nt 1
航空无线电控制中心 nt 2
航空母舰编队 nt 1
航空票务公司 nt 1
航空筹委会 nt 2
航空航天公司 nt 3
航空航天博物馆 nt 6
航空航天工业部 nt 1
船塘镇医院 nt 1
船塘镇卫生院 nt 1
良乡医院 nth 3
良友便利店 nt 1
色达五明佛学院 nt 3
艺术委员会 nt 1
艾力公司 nt 12
艾尔米塔什博物馆 nt 1
艾柯 ntc 2
艾美酒店 ntch 3
节能监察中心 nt 4
芒康绿野食品有限公司 nt 1
芗城中医院 nt 4
芗城公安分局 nt 6
芗城农行 nt 1
芗城团区委 nt 1
芗城检察院 nt 5
芗城消防大队 nt 1
芗城消防金峰中队 nt 2
芗城纪委 nt 1
芗江酒店 ntch 1
芙蓉公安分局 nto 2
芙蓉社区卫生服务中心 nt 2
芙蓉餐厅 nt 1
芜沪政府 nt 1
芜省属高校统战部 nt 2
芜蚌科技创新公共服务中心 nt 1
芝加哥丽贝克律师事务所 nt 1
芝加哥交响乐团 nt 2
芝加哥公牛队 nt 2
芝加哥华侨华人联合会 nt 2
芝加哥台 nt 1
芝加哥地区法院 nt 2
芝加哥大学 ntu 9
芝加哥斯特里奇医学院 nt 1
芝加哥机场 nt 9
芝加哥林肯公园动物园 nt 1
芝加哥移民法庭 nt 2
芝山区工商局 nt 1
芝山镇纪委 nt 1
芝罘海事局 nt 2
芦家村党支部 nt 1
芦岭煤矿 nt 1
花儿乐队 nt 1
花卉协会 nt 1
花园小学 nts 1
花园派出所 nto 4
花园镇五元坟村党支部 nt 1
花岗派出所 nto 4
花市小学 nt 3
花旗银行 ntcb 7
花旗集团 ntc 7
花明楼刘少奇纪念馆 nt 1
花桥小学 nts 1
花桥派出所 nto 2
花桥社区便民服务厅 nt 5
花源镇派出所 nt 6
花莲慈济医院 nt 4
花莲慈院 nt 6
芷江西路派出所 nto 2
苇湖梁电厂 nt 14
苍南康复护理院 nt 1
苍南法院 nt 1
苍溪高速收费站 nt 4
苏北人民医院 nth 8
苏北人民医院烧伤科 nt 1
苏北指挥部 nt 1
苏北海防纵队 nt 1
苏南区行政公署 nt 1
苏大附二院营养科 nt 1
苏宁乐购仕四季青店 nt 1
苏宁云商总部 nt 1
苏宁云商电脑事业部 nt 1
苏宁云商集团 nt 1
苏宁金融事业部 nt 3
苏宁银行股份有限公司 nt 1
苏富比公司 nt 1
苏富比拍卖行 nt 2
苏格兰圣公会 nt 1
苏格兰政府 nt 1
苏格兰格拉斯哥大学 nt 2
苏格兰球队 nt 1
苏格兰皇家银行 ntcb 1
苏格兰皇家银行（中国）有限公司 nt 1
苏格兰英国国教教会 nt 2
苏泊尔卫浴北京公司 nt 1
苏泊尔集团 ntc 1
苏洼龙水电站 nt 1
苏湾镇中心小学 nt 1
苏维埃中央政府 nt 1
苏维埃政府 nt 6
苏维埃社会主义联盟 nt 4
苏联内务部 nt 1
苏联军校 nt 3
苏联国防部 nt 1
苏联大使馆 nt 1
苏联大学 nt 1
苏联政府 nt 5
苏联最高苏维埃主席团 nt 2
苏联海军 nt 2
苏联监狱 nt 1
苏联秘密警察总部 nt 1
苏联空军 nt 3
苏联莫斯科中山大学 nt 7
苏联驻伊朗大使馆 nt 1
苏联驻华大使馆 nt 2
苏酒集团 ntc 2
苏霍伊公司 ntc 7
苏黎世国际足联 nt 1
苏黎世大学 ntu 5
苏黎世联邦理工学院 nt 4
苗栗县头屋中学 nt 1
若尔盖县佛协 nt 2
若尔盖县政协 nt 2
若尔盖县班佑乡多玛中心校 nt 2
若羌图书馆 nt 1
英伦学院 nt 6
英利国际金融中心 nt 1
英利绿色能源控股有限公司 ntc 1
英利集团 ntc 6
英华中学 nt 1
英华学院 nt 2
英华达 ntc 1
英博集团 ntc 1
英吾斯塘乡铁热木里克村党支部 nt 1
英唐智控 ntc 1
英大证券研究所 nt 4
英才杂志社 nt 1
英格兰代表队 nt 1
英格兰小学 nt 2
英格兰小组 nt 1
英格兰瑞丁大学 nt 1
英格兰银行 ntcb 2
英格兰队 nt 3
英特宜家购物中心 nt 3
英特宜家购物中心集团 nt 1
英特尔 ntc 38
英皇公司 nt 1
英皇娱乐集团 ntc 5
英美资源集团 ntc 1
英达来指导戏剧社 nt 2
苹果公司 ntc 117
苹果应用商店 nt 3
茂兰派出所 nt 1
茂南公安分局 nt 3
茂高速延安北收费站 nt 1
范冰冰工作室 nt 1
范德比尔特大学 ntu 1
茅台酒厂 ntcf 1
茅台镇茅台酒厂 nt 1
茅台镇金酱酒业有限公司 nt 1
茅台集团白金酒公司 nt 1
茶亭派出所 nto 2
茶叶行业协会 nt 1
茶园派出所 nto 1
荆山小学 nts 1
荆楚理工学院 ntu 1
荆芡乡敬老院 nt 2
草坡乡政府 nt 2
荒地村空军基地 nt 13
荣事达电器有限公司 nt 1
荣光联谊会 nt 4
荣军医院 nth 1
荣县东街小学 nt 2
荣县人民医院 nth 1
荣县来牟镇敬老院 nt 1
荣县法院 nto 1
荣恒机械厂 nt 4
荣盛房地产发展股份有限公司 ntc 1
荣科科技 ntc 2
荣阳实业 nt 1
荣陶瓷有限公司 nt 1
荣鼎集团 nt 1
荥阳县委 nt 4
药品市场监管处 nt 1
药品认证管理中心 nt 1
药都银行 ntcb 1
荻港污水处理厂 nt 1
莎车机场 nt 1
莞城街道办 nt 2
莫尔德俱乐部 nt 1
莫桑比克政府 nt 4
莱切斯特大学 ntu 1
莱比锡马普研究所 nt 1
莱茵休闲运动有限公司 nt 1
莱茵房地产开发有限公司 nt 1
莱茵旅游综合开发有限公司 nt 1
莲东社区居委会 nt 1
莲云乡中心学校 nt 1
莲云乡综合文化站 nt 1
莲前街道岭兜社区聚洲监测站 nt 2
莲前街道聚洲监测站 nt 2
莲湖大队 nt 1
莲湖法院 nt 3
莲花客运站 nt 1
莲花汽车 ntc 5
莲花派出所 nto 1
莲花社区丹霞居委会 nt 2
莲花镇白交祠村卫生所 nt 1
获鹿县大河公社 nt 1
菖蒲镇综合文化站 nt 1
菲亚特 ntc 40
菲亚特公司 ntc 2
菲亚特集团 ntc 1
菲尼克斯太阳队 nt 2
营养与食品卫生研究所 nt 10
营养研究所 nt 1
营山法院 nt 5
萧山医院 nth 1
萧山医院医务科 nt 1
萧山消防市北中队 nt 1
萧红故居纪念馆 nt 1
萨克拉门托国王队 nt 1
萨克村足球队 nt 1
萨克森大公国艺术学院 nt 1
萨斯喀彻温大学 ntu 8
萨斯州高中 nt 1
葛公镇敬老院 nt 2
葛兰素史克公司 ntc 2
葛兰素史克（中国）投资有限公司 nt 1
葛洲坝集团 ntc 2
葠窝水库管理局 nt 1
董存瑞烈士纪念馆 nt 3
蒂宾根大学 ntu 1
蒙城妇幼保健院 nt 1
蒙彼利埃队 nt 3
蒙得维的亚国际机场 nt 3
蒙泰公司 nt 1
蒙牛 ntc 18
蒙牛乳业 nt 2
蒙牛集团 ntc 1
蒙特利尔麦吉尔大学 nt 1
蒲圻师范学校 nt 1
蒲城公安局 nt 2
蒲城市委宣传部 nt 2
蓄能电站 nt 1
蓉花山镇德兴委 nt 1
蓝丝带海洋保护协会 nt 1
蓝人乐队 nt 1
蓝天志愿者救援队 nt 2
蓝天救援队 nt 8
蓝天旅行社 nt 1
蓝星清洗股份有限公司 ntc 1
蓝海物流公司 nt 1
蓝港在线 ntc 3
蓝田中心幼儿园 nt 1
蓝田中队 nt 1
蓝田开发区实验小学 nt 1
蓝田镇蔡坂村示范点 nt 1
蓝鹏律师事务所 nt 3
蔡塘社区发展中心 nt 1
蔡永祥纪念馆 nt 1
蔡甸大队 nt 1
蔡甸房管局 nt 1
藏戏艺术中心 nt 1
藏木水电站首台 nt 1
藏经洞陈列馆 nt 1
藤县大队 nt 1
虎邱村委办公室 nt 1
虚拟养老院 nt 5
虞山尚湖旅游度假区商会 nt 1
虹口交警支队 nt 2
虹桥国际医疗中心 nt 1
虹桥工商所 nto 1
虹桥派出所 nto 4
虹桥高铁站 nt 1
蚌淮高速官塘收费站 nt 1
蜀光中学 nts 1
蜀山公安分局 nt 4
蜀山团区委 nt 2
蜀山大队 nt 6
蜀山消防大队 nt 1
融众资本投资集团 ntc 1
融信集团 ntc 2
融创集团 nt 1
融资性担保公司 ntc 39
融资担保公司 ntc 3
融资租赁公司 ntc 2
螺百社区党总支 nt 1
蠢朋克乐队 nt 1
衡山宾馆 ntch 1
衡炎大队 nt 1
衡远律师事务所 nt 1
补浪河乡中心小学 nt 9
裕亚集团董事局 nt 1
裕兴螺丝（厦门）工业有限公司 nt 2
裕华东路收费站 nt 1
裕华东路高速收费站 nt 1
裕华收费站 nt 1
裕溪口街道人武部 nt 2
裕达国贸酒店 ntch 2
裴岗中学 nts 1
襄城师范学校 nt 1
襄安中学 nts 1
襄河镇文化站 nt 1
襄阳刑侦支队 nt 1
襄阳铁路公安处 nt 4
西三旗派出所 nto 2
西中街小学 nts 1
西丰电视台 nt 2
西乡塘客运站 nt 1
西乡派出所 nt 2
西二铺乡沟西小学 nt 1
西亚商贸中心 nt 2
西亚球队 nt 1
西交利物浦大学 ntu 1
西京医院 nth 11
西京医院整形外科 nt 2
西京医院眼科 nt 3
西京学院 ntu 1
西伯利亚分院 nt 2
西关民航社区卫生服务中心 nt 1
西北乳业 nt 1
西北保税物流中心 nt 1
西北军区 nt 1
西北军政委员会 nt 1
西北农副产品中心批发市场 nt 1
西北农林科技大学 ntu 8
西北农林科技大学农学院 nt 1
西北区域气候中心 nt 1
西北医科大学 nt 3
西北医院 nth 3
西北国防政府 nt 5
西北大学 ntu 23
西北大学图书馆 nt 2
西北大学文学院 nt 2
西北大学法学院 nt 2
西北大学考古队 nt 1
西北大学自习室 nt 1
西北妇女儿童医院 nt 3
西北工业大学 ntu 7
西北师大 nt 4
西北师大保卫处 nt 1
西北师范大学 ntu 2
西北师范大学保卫处 nt 1
西北师范大学教育学院 nt 1
西北政法大学 ntu 8
西北政法大学刑事法学院 nt 2
西北旺镇政府 nt 1
西北有色研究院 nt 1
西北民族大学 ntu 1
西北民族大学音乐学院 nt 1
西北油田 nt 1
西北物流保税中心 nt 2
西北租赁有限公司 nt 2
西北行政委员会 nt 1
西卅店镇薛荣种植家庭农场 nt 1
西华大学 ntu 1
西单客服中心 nt 2
西南交大 nt 3
西南交大心理研究与咨询中心 nt 3
西南交大材料科学与工程学院 nt 1
西南交大电气工程学院 nt 1
西南交通大学 ntu 2
西南交通大学心理研究与咨询中心 nt 3
西南军区 nt 1
西南军政委员会 nt 1
西南医院 nth 3
西南医院宣传科 nt 1
西南医院急救部 nt 1
西南医院烧伤科 nt 5
西南医院神经内科 nt 1
西南四环路科 nt 3
西南国际教育集团 nt 2
西南大学 ntu 16
西南大学历史地理研究所 nt 1
西南大学数学与统计学院 nt 6
西南大学数学与统计学院团委 nt 1
西南大学生命科学学院 nt 2
西南大学经济管理学院 nt 1
西南师范大学 ntu 1
西南政法大学 ntu 13
西南政法大学司法鉴定中心 nt 1
西南政法大学法学院 nt 5
西南某地州驻京办 nt 7
西南某省驻京办 nt 14
西南民族大学中文系 nt 1
西南民族大学党委 nt 1
西南民族大学民族研究院 nt 1
西南民族学院 nt 1
西南热电中心 nt 1
西南生物学研究所 nt 1
西南研发中心 nt 2
西南研究所 nt 1
西南研究院 nt 1
西南科技大学 ntu 4
西南联大 nt 4
西南联大物理系 nt 1
西南财经大学 ntu 17
西南财经大学中国西部经济研究中心 nt 1
西南财经大学出版社 nt 1
西南财经大学经济学院 nt 1
西南财经大学统计学院 nt 2
西南财经大学金融系 nt 1
西南铁路国际旅行社 nt 1
西园新村幼儿园 nt 1
西城公安分局 nt 13
西城南区分会 nt 1
西城执法大队 nt 2
西城检察院 nt 14
西城法院 nt 16
西城管理处 nt 14
西城综合服务中心 nt 1
西大坨村大队 nt 1
西奈医院 nt 1
西奈山医学院 nt 2
西山建委 nt 3
西山建委产业科 nt 2
西山镇中心小学 nts 1
西峰森林大队 nt 1
西工大附中附小 nt 1
西弗吉尼亚州自来水公司 nt 1
西影集团 nt 6
西新派出所 nto 2
西方大国海军 nt 2
西昌运维分部 nt 3
西樵河岗村委会 nt 4
西欧非洲司 nt 3
西汉姆联队 nt 3
西江派出所 nt 3
西沙供电所 nt 4
西沙永兴考古工作站 nt 1
西沙驻岛部队 nt 4
西河庄乡党委 nt 1
西流河镇周家滩村村委会 nt 1
西湖交警大队 nto 7
西湖假日酒店 nt 2
西湖宾馆 nt 12
西湖柔力球站 nt 1
西溪医院 nt 2
西澳乳业 nt 1
西澳大利亚大学 ntu 1
西王庄村委会 nt 1
西甲球队 nt 1
西电科大 nt 1
西电集团 nt 1
西直门地铁站 nt 2
西罗园街道办事处 nt 1
西联乡派出所 nt 1
西苑中医院 nt 1
西苑医院 nth 2
西英格兰大学 ntu 1
西贡伪政权 nt 3
西郊客运站 nt 3
西郊热电厂 nt 2
西郊营业所 nt 2
西部兽医学院 nt 3
西部军区司令部 nt 8
西部商贸中心 nt 2
西部团场 nt 1
西部垃圾焚烧发电厂 nt 1
西部投资集团 nt 2
西部机场集团 ntc 10
西部某省驻京办 nt 12
西部海军司令部 nt 2
西部球队 nt 2
西部电影集团 ntc 2
西部电影集团有限公司 nt 1
西部航空公司 ntc 3
西部航空基地 nt 1
西部舰队 nt 3
西部规划院 nt 1
西部金融中心 nt 1
西门子 ntc 9
西门菲莎大学 ntu 1
西雅特 ntc 6
西非国家经济共同体 nt 1
西非物流基地 nt 1
观塘区基督教联合医院 nt 7
观复博物馆 nt 2
观澜湖国际购物中心 nt 1
观澜街道动植物防疫检疫中心 nt 1
观音桥派出所 nto 9
观音镇五顶坪村完小 nt 1
规划设计院 nt 3
规划财务司 nt 1
角美镇福井村大板社 nt 1
角门西站 nt 1
角门邮政局 nt 1
解放军代表团 nt 24
解放军出版社 nt 4
解放军国防信息学院门诊部 nt 4
解放军地面部队陆军 nt 1
解放军基层部队 nt 1
解放军总医院 nth 4
解放军总后勤部 nt 14
解放军总政治部 nt 31
解放军总装备部 nt 1
解放军总装备部科技委 nt 3
解放军文艺出版社 nt 2
解放军电子工程学院幼儿园 nt 1
解放军电视宣传中心 nt 1
解放军白求恩国际和平医院 nth 1
解放军突击队 nt 1
解放军第九八医院 nth 5
解放军第九八医院重症监护室 nt 1
解放军第二炮兵部队 nt 1
解放军艺术学院 nt 8
解放军雷达站 nt 2
解放军驻陕部队 nt 1
解放北路中医院 nt 2
解放路派出所 nto 15
解放路海滨影剧院 nt 2
解放路滨海电影院 nt 2
解放路社区劳动保障专 nt 1
解放路银河宾馆 nt 1
计划生育委员会 nt 64
计划生育委员会党组 nt 1
计划生育委员会宣传司 nt 19
计划生育服务站 nto 1
认知神经科学与学习国家重点实验室 nt 1
许小平律师事务所 nt 2
许岭镇综合文化站 nt 1
证监会稽查总队 nt 1
评选活动组委会 nt 1
诏安东收费站 nt 1
诏安东欣食品有限公司 nt 1
诏安农行 nt 2
诏安私立晨曦特殊教育学校 nt 1
译林出版社 nt 2
诚品书店 nt 1
诚通集团 nt 8
诸佛庵镇党委 nt 2
诺丁汉郡劳埃德银行 nt 3
诺基亚 ntc 112
诺基亚公司 ntc 1
诺瓦东南大学 ntu 1
谢家集区区委 nt 1
谷歌 ntc 160
象屿集团 ntc 5
豪华旅馆 nt 6
豫东南行署 nt 1
豫东监狱 nt 18
豫南特委 nt 5
贝恩咨询公司 ntc 5
贡嘎机场 nt 7
贡嘎机场安检站 nt 1
财务办公室 nt 1
财务管理中心 nt 1
财政厅党组 nt 7
财政厅农业财务处 nt 3
财政厅办公室 nt 1
财政厅社保处 nt 1
财政经济（预算）委员会 nt 1
财政部企业司 nt 1
财政部企业司综合处 nt 3
财政部党组 nt 1
财政部办公厅 nt 3
财政部统一组织 nt 1
财政部财政科学研究所 nt 17
财政部财政科学研究院 nt 1
财政部财科 nt 5
财政部驻安徽省财政监察专员办事处 nt 1
财政部驻新疆财政监察专员办事处党组 nt 1
财政部驻海南省财政监察专员办事处 nt 1
财经委员会 nt 10
货币政策委员会 nt 16
质量技术监督局 nto 5
贵俱乐部 nt 1
贵县客家土楼艺术团 nt 1
贵志川线贵志站 nt 2
贵拆迁办 nt 1
贵池矿业 nt 1
贵航集团 nt 2
贵航集团公司 nt 2
贵飞公司 nt 2
费奥多西亚造船厂 nt 9
贾平凹文化艺术研究院 nt 1
资产评估事务所 nt 2
资产评估协会 nt 3
赛诺菲巴斯德 ntc 1
赛迪顾问电子信息产业研究中心 nt 1
赫塔菲队 nt 3
走马中学 nts 1
赵镇天麟阁茶楼 nt 1
起亚 ntc 48
超导研究站 nt 2
超市发双榆树店 nt 1
超级中学 nts 2
超跑俱乐部 nt 4
越通社 nt 3
趋势科技 ntc 1
跃进茶场 nt 2
路东村新村委会 nt 4
路南岗收费站 nt 2
路易斯安那/nrf]的[ksf律师事务所 nt 1
路易斯安那州立大学农业中心 nt 7
